"ID","Number","Nationwide number","Name","Original name","Sex","Year of birth","Nationality","Military/Civilian","Selection","Year of Selection","mission number","total number of missions","Occupation","Year of mission","Mission title","Ascend shuttle","In orbit","Descend shuttle","Hours/mission","Total hrs (sum)","Field21","EVA hrs/mission","Total EVA hrs"
327,155.00,84.00,"Fisher, Anna L.","Fisher, Anna L.","F",1949.00,"U.S.","Civ","NASA- 8",1978.00,1.00,1.00,"MSP",1984.00,"STS-51-A","STS-51-A","STS-51-A","STS-51-A",191.00,191.00,0.00,0.00,0.00
328,156.00,85.00,"Shriver, Loren J.","Shriver, Loren J.","M",1944.00,"U.S.","Mil","1978 NASA group",1978.00,1.00,3.00,"pilot",1985.00,"STS-51-C","STS-51-C","STS-51-C","STS-51-C",73.50,386.00,0.00,0.00,0.00
329,156.00,85.00,"Shriver, Loren J.","Shriver, Loren J.","M",1944.00,"U.S.","Mil","1978 NASA group",1978.00,2.00,3.00,"commander",1990.00,"STS-31","STS-31","STS-31","STS-31",121.00,386.00,0.00,0.00,0.00
330,156.00,85.00,"Shriver, Loren J.","Shriver, Loren J.","M",1944.00,"U.S.","Mil","1978 NASA group",1978.00,3.00,3.00,"commander",1992.00,"STS-46","STS-46","STS-46","STS-46",191.00,386.00,0.00,0.00,0.00
331,157.00,86.00,"Onizuka, Ellison S.","Onizuka, Ellison S.","M",1946.00,"U.S.","Mil","NASA-8",1978.00,1.00,2.00,"MSP",1985.00,"STS 51-C","STS 51-C","STS 51-C","STS 51-C",74.00,74.00,0.00,0.00,0.00
332,157.00,86.00,"Onizuka, Ellison S.","Onizuka, Ellison S.","M",1946.00,"U.S.","Mil","NASA-8",1978.00,2.00,2.00,"MSP",1986.00,"STS 51-L","STS 51-L","explosion","explosion",0.00,74.00,0.00,0.00,0.00
333,158.00,87.00,"Buchli, James F.","Buchli, James F.","M",1945.00,"U.S.","Mil","NASA- 8",1978.00,1.00,4.00,"MSP",1985.00,"STS-51-C","STS-51-C","STS-51-C","STS-51-C",73.50,490.00,0.00,0.00,0.00
334,158.00,87.00,"Buchli, James F.","Buchli, James F.","M",1945.00,"U.S.","Mil","NASA- 8",1978.00,2.00,4.00,"MSP",1985.00,"STS-61-A","STS-61-A","STS-61-A","STS-61-A",168.00,490.00,0.00,0.00,0.00
335,158.00,87.00,"Buchli, James F.","Buchli, James F.","M",1945.00,"U.S.","Mil","NASA- 8",1978.00,3.00,4.00,"MSP",1989.00,"STS-29","STS-29","STS-29","STS-29",120.00,490.00,0.00,0.00,0.00
336,158.00,87.00,"Buchli, James F.","Buchli, James F.","M",1945.00,"U.S.","Mil","NASA- 8",1978.00,4.00,4.00,"MSP",1991.00,"STS-48","STS-48","STS-48","STS-48",128.50,490.00,0.00,0.00,0.00
337,159.00,88.00,"Payton, Gary Eugene","Payton, Gary Eugene","M",1948.00,"U.S.","Mil","1979 USAF group",1979.00,1.00,1.00,"PSP",1985.00,"STS-51C","STS-51C","STS-51C","STS-51C",73.67,73.67,0.00,0.00,0.00
338,160.00,89.00,"Williams, Donald E.","Williams, Donald E.","M",1942.00,"U.S.","Mil","1981 NASA group 8",1978.00,1.00,2.00,"pilot",1985.00,"STS-51-D","STS-51-D","STS-51-D","STS-51-D",167.00,286.00,0.00,0.00,0.00
339,160.00,89.00,"Williams, Donald E.","Williams, Donald E.","M",1942.00,"U.S.","Mil","1981 NASA group 8",1978.00,2.00,2.00,"commander",1989.00,"STS-34","STS-34","STS-34","STS-34",119.00,286.00,0.00,0.00,0.00
340,161.00,90.00,"Seddon, Margaret Rhea","Seddon, Margaret Rhea","F",1947.00,"U.S.","Civ","NASA-8",1978.00,1.00,3.00,"MSP",1985.00,"STS-51-D","STS-51-D","STS-51-D","STS-51-D",168.00,722.00,0.00,0.00,0.00
341,161.00,90.00,"Seddon, Margaret Rhea","Seddon, Margaret Rhea","F",1947.00,"U.S.","Civ","NASA-8",1978.00,2.00,3.00,"MSP",1991.00,"STS-40","STS-40","STS-40","STS-40",218.00,722.00,0.00,0.00,0.00
342,161.00,90.00,"Seddon, Margaret Rhea","Seddon, Margaret Rhea","F",1947.00,"U.S.","Civ","NASA-8",1978.00,3.00,3.00,"MSP",1993.00,"STS-58","STS-58","STS-58","STS-58",336.00,722.00,0.00,0.00,0.00
343,162.00,91.00,"Griggs, S. David","Griggs, S. David","M",1947.00,"U.S.","Civ","NASA Astronaut Group 8",1978.00,1.00,1.00,"MSP",1985.00,"STS-51-D","STS-51-D","STS-51-D","STS-51-D",168.00,168.00,1.00,3.17,3.17
344,163.00,92.00,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.","M",1944.00,"U.S.","Civ","NASA- 8",1978.00,1.00,5.00,"MSP",1985.00,"STS-51-D","STS-51-D","STS-51-D","STS-51-D",167.00,1211.90,1.00,3.17,25.20
345,163.00,92.00,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.","M",1944.00,"U.S.","Civ","NASA- 8",1978.00,2.00,5.00,"MSP",1990.00,"STS-35","STS-35","STS-35","STS-35",215.00,1211.90,0.00,0.00,25.20
346,163.00,92.00,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.","M",1944.00,"U.S.","Civ","NASA- 8",1978.00,3.00,5.00,"MSP",1992.00,"STS-46","STS-46","STS-46","STS-46",191.00,1211.90,0.00,0.00,25.20
347,163.00,92.00,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.","M",1944.00,"U.S.","Civ","NASA- 8",1978.00,4.00,5.00,"MSP",1993.00,"STS-61","STS-61","STS-61","STS-61",259.00,1211.90,3.00,22.03,25.20
348,163.00,92.00,"Hoffman, Jeffrey A.","Hoffman, Jeffrey A.","M",1944.00,"U.S.","Civ","NASA- 8",1978.00,5.00,5.00,"MSP",1996.00,"STS-75","STS-75","STS-75","STS-75",377.00,1211.90,0.00,0.00,25.20
349,164.00,93.00,"Garn, Edwin Jacob","Garn, Edwin Jacob","M",1932.00,"U.S.","Mil","PS",1985.00,1.00,1.00,"PSP",1985.00,"STS-51D","STS-51D","STS-51D","STS-51D",168.15,168.15,0.00,0.00,0.00
350,165.00,94.00,"Gregory, Frederick D.","Gregory, Frederick D.","M",1941.00,"U.S.","Mil","NASA Astronaut Group 8",1978.00,1.00,3.00,"pilot",1985.00,"STS-51-B","STS-51-B","STS-51-B","STS-51-B",168.00,455.00,0.00,0.00,0.00
351,165.00,94.00,"Gregory, Frederick D.","Gregory, Frederick D.","M",1941.00,"U.S.","Mil","NASA Astronaut Group 8",1978.00,2.00,3.00,"commander",1989.00,"STS-33","STS-33","STS-33","STS-33",120.00,455.00,0.00,0.00,0.00
352,165.00,94.00,"Gregory, Frederick D.","Gregory, Frederick D.","M",1941.00,"U.S.","Mil","NASA Astronaut Group 8",1978.00,3.00,3.00,"commander",1991.00,"STS-44","STS-44","STS-44","STS-44",166.00,455.00,0.00,0.00,0.00
353,166.00,95.00,"Lind, Don L.","Lind, Don L.","M",1930.00,"U.S.","Mil","NASA- 5",1966.00,1.00,1.00,"MSP",1985.00,"STS-51-B","STS-51-B","STS-51-B","STS-51-B",168.00,168.00,0.00,0.00,0.00
354,167.00,96.00,"Lodewijk, van der Berg","Lodewijk, van der Berg","M",1932.00,"U.S.","Civ","PS",1983.00,1.00,1.00,"PSP",1985.00,"Spacelab-3","STS-51-B","STS-51-B","STS-51-B",168.52,168.52,0.00,0.00,0.00
355,168.00,97.00,"Wang, Taylor Gun-Jin","王赣骏","M",1940.00,"U.S.","Civ","Spacelab-3 mission payload specialist",1984.00,1.00,1.00,"PSP",1985.00,"spacelab-3","STS-51B","STS-51B","STS-51B",168.52,168.52,0.00,0.00,0.00
356,169.00,98.00,"Creighton, John O.","Creighton, John O.","M",1943.00,"U.S.","Mil","NASA- 8",1978.00,1.00,3.00,"pilot",1985.00,"STS-51-G","STS-51-G","STS-51-G","STS-51-G",170.00,404.00,0.00,0.00,0.00
357,169.00,98.00,"Creighton, John O.","Creighton, John O.","M",1943.00,"U.S.","Mil","NASA- 8",1978.00,2.00,3.00,"commander",1990.00,"STS-36","STS-36","STS-36","STS-36",106.00,404.00,0.00,0.00,0.00
358,169.00,98.00,"Creighton, John O.","Creighton, John O.","M",1943.00,"U.S.","Mil","NASA- 8",1978.00,3.00,3.00,"commander",1991.00,"STS-48","STS-48","STS-48","STS-48",128.00,404.00,0.00,0.00,0.00
359,170.00,99.00,"Nagel, Steven R.","Nagel, Steven R.","M",1946.00,"U.S.","Mil","NASA-8",1978.00,1.00,4.00,"MSP",1985.00,"STS-51G","STS-51G","STS-51G","STS-51G",170.00,522.00,0.00,0.00,0.00
360,170.00,99.00,"Nagel, Steven R.","Nagel, Steven R.","M",1946.00,"U.S.","Mil","NASA-8",1978.00,2.00,4.00,"pilot",1985.00,"STS-61A","STS-61A","STS-61A","STS-61A",169.00,522.00,0.00,0.00,0.00
361,170.00,99.00,"Nagel, Steven R.","Nagel, Steven R.","M",1946.00,"U.S.","Mil","NASA-8",1978.00,3.00,4.00,"commander",1991.00,"STS-37","STS-37","STS-37","STS-37",143.00,522.00,0.00,0.00,0.00
362,170.00,99.00,"Nagel, Steven R.","Nagel, Steven R.","M",1946.00,"U.S.","Mil","NASA-8",1978.00,4.00,4.00,"commander",1993.00,"STS-55","STS-55","STS-55","STS-55",240.00,522.00,0.00,0.00,0.00
363,171.00,100.00,"Lucid, Shannon W.","Lucid, Shannon W.","F",1943.00,"U.S.","Civ","NASA- 8",1978.00,1.00,5.00,"MSP",1985.00,"STS-51-G","STS-51-G","STS-51-G","STS-51-G",169.00,5353.00,0.00,0.00,0.00
364,171.00,100.00,"Lucid, Shannon W.","Lucid, Shannon W.","F",1943.00,"U.S.","Civ","NASA- 8",1978.00,2.00,5.00,"MSP",1989.00,"STS-34","STS-34","STS-34","STS-34",119.00,5353.00,0.00,0.00,0.00
365,171.00,100.00,"Lucid, Shannon W.","Lucid, Shannon W.","F",1943.00,"U.S.","Civ","NASA- 8",1978.00,3.00,5.00,"MSP",1991.00,"STS-43","STS-43","STS-43","STS-43",213.00,5353.00,0.00,0.00,0.00
366,171.00,100.00,"Lucid, Shannon W.","Lucid, Shannon W.","F",1943.00,"U.S.","Civ","NASA- 8",1978.00,4.00,5.00,"MSP",1993.00,"STS-58","STS-58","STS-58","STS-58",336.00,5353.00,0.00,0.00,0.00
367,171.00,100.00,"Lucid, Shannon W.","Lucid, Shannon W.","F",1943.00,"U.S.","Civ","NASA- 8",1978.00,5.00,5.00,"MSP",1996.00,"22","STS-79","Mir","STS-76",4516.00,5353.00,0.00,0.00,0.00
368,172.00,2.00,"Baudry, Patrick","Baudry, Patrick","M",1946.00,"France","Mil","CNES-1",1980.00,1.00,1.00,"PSP",1985.00,"STS-51G","STS-51G","STS-51G","STS-51G",169.63,169.63,0.00,0.00,0.00
369,173.00,1.00,"Al-saud, Sultan bin Salman",,"M",1956.00,"Saudi Arabia","Civ","Saudi-Arabia",1985.00,1.00,1.00,"PSP",1985.00,"STS-51G","STS-51G","STS-51G","STS-51G",170.00,170.00,0.00,0.00,0.00
370,174.00,101.00,"Bridges, Roy D., Jr.","Bridges, Roy D., Jr.","M",1943.00,"U.S.","Mil","NASA- 9",1980.00,1.00,1.00,"pilot",1985.00,"STS-51-F","STS-51-F","STS-51-F","STS-51-F",190.00,190.00,0.00,0.00,0.00
371,175.00,102.00,"Henize, Karl G.","Henize, Karl G.","M",1926.00,"U.S.","Civ","NASA- 6",1967.00,1.00,1.00,"MSP",1985.00,"STS-51-F","STS-51-F","STS-51-F","STS-51-F",190.00,190.75,0.00,0.00,0.00
372,176.00,103.00,"England, Anthony W.","England, Anthony W.","M",1942.00,"U.S.","Civ","NASA- 6",1967.00,1.00,1.00,"MSP",1985.00,"STS-51-F","STS-51-F","STS-51-F","STS-51-F",190.00,190.00,0.00,0.00,0.00
373,177.00,104.00,"Acton, Loren Wilbur","Acton, Loren Wilbur","M",1936.00,"U.S.","Civ","PS for Spacelab-2",1978.00,1.00,1.00,"PSP",1978.00,"Spacelab-2","STS-51-F","STS-51-F","STS-51-F",190.94,190.94,0.00,0.00,0.00
374,178.00,105.00,"Bartoe, John-David Francis","Bartoe, John-David Francis","M",1944.00,"U.S.","Civ","PS for Spacelab-2",1978.00,1.00,1.00,"PSP",1978.00,"STS-51-F","STS-51-F","STS-51-F","STS-51-F",190.94,190.94,0.00,0.00,0.00
375,179.00,106.00,"Covey, Richard O.","Covey, Richard O.","M",1946.00,"U.S.","Mil","NASA- 8",1978.00,1.00,4.00,"pilot",1985.00,"STS-51-I","STS-51-I","STS-51-I","STS-51-I",170.00,645.00,0.00,0.00,0.00
376,179.00,106.00,"Covey, Richard O.","Covey, Richard O.","M",1946.00,"U.S.","Mil","NASA- 8",1978.00,2.00,4.00,"pilot",1988.00,"STS-26","STS-26","STS-26","STS-26",97.00,645.00,0.00,0.00,0.00
377,179.00,106.00,"Covey, Richard O.","Covey, Richard O.","M",1946.00,"U.S.","Mil","NASA- 8",1978.00,3.00,4.00,"commander",1990.00,"STS-38","STS-38","STS-38","STS-38",118.00,645.00,0.00,0.00,0.00
378,179.00,106.00,"Covey, Richard O.","Covey, Richard O.","M",1946.00,"U.S.","Mil","NASA- 8",1978.00,4.00,4.00,"commander",1993.00,"STS-61","STS-61","STS-61","STS-61",260.00,645.00,0.00,0.00,0.00
379,180.00,107.00,"Lounge, John M.","Lounge, John M.","M",1946.00,"U.S.","Civ","NASA- 9",1980.00,1.00,3.00,"MSP",1985.00,"STS-51-I","STS-51-I","STS-51-I","STS-51-I",170.00,482.00,0.00,0.00,0.00
380,180.00,107.00,"Lounge, John M.","Lounge, John M.","M",1946.00,"U.S.","Civ","NASA- 9",1980.00,2.00,3.00,"MSP",1988.00,"STS-26","STS-26","STS-26","STS-26",97.00,482.00,0.00,0.00,0.00
381,180.00,107.00,"Lounge, John M.","Lounge, John M.","M",1946.00,"U.S.","Civ","NASA- 9",1980.00,3.00,3.00,"MSP",1990.00,"STS-35","STS-35","STS-35","STS-35",215.00,482.00,0.00,0.00,0.00
382,181.00,108.00,"Fisher, William F.","Fisher, William F.","M",1946.00,"U.S.","Civ","NASA- 9",1980.00,1.00,1.00,"MSP",1985.00,"STS-51-I","STS-51-I","STS-51-I","STS-51-I",170.00,170.00,2.00,11.76,11.76
383,182.00,59.00,"Vasyutin, Vladimir","Владимир Владимирович Васютин","M",1952.00,"U.S.S.R/Russia","Mil","TsPK-6",1976.00,1.00,1.00,"commander",1985.00,"Salyut 7","Soyuz T­14","Salyut 7","Soyuz T­14",1557.00,1557.87,0.00,0.00,0.00
384,183.00,60.00,"Volkov, Alexander","Александр Александрович Волков","M",1948.00,"U.S.S.R/Russia","Mil","TsPK-6",1976.00,1.00,3.00,"MSP",1985.00,"Salyut 7","Soyuz T­14","Salyut 7","Soyuz T­14",1557.00,9395.87,0.00,0.00,10.20
385,183.00,60.00,"Volkov, Alexander","Александр Александрович Волков","M",1948.00,"U.S.S.R/Russia","Mil","TsPK-6",1976.00,2.00,3.00,"MSP",1989.00,"4","Soyuz TM­7","Mir","Soyuz TM­7",3635.00,9395.87,1.00,6.00,10.20
386,183.00,60.00,"Volkov, Alexander","Александр Александрович Волков","M",1948.00,"U.S.S.R/Russia","Mil","TsPK-6",1976.00,3.00,3.00,"MSP",1992.00,"10","Soyuz TM­13","Mir","Soyuz TM­13",4202.00,9395.87,1.00,4.20,10.20
387,184.00,109.00,"Grabe, Ronald J.","Grabe, Ronald J.","M",1945.00,"U.S.","Mil","NASA Astronaut Group 9",1980.00,1.00,4.00,"pilot",1985.00,"STS-51-J","STS-51-J","STS-51-J","STS-51-J",97.73,626.73,0.00,0.00,0.00
388,184.00,109.00,"Grabe, Ronald J.","Grabe, Ronald J.","M",1945.00,"U.S.","Mil","NASA Astronaut Group 10",1980.00,2.00,4.00,"pilot",1989.00,"STS-30","STS-30","STS-30","STS-30",97.00,626.73,0.00,0.00,0.00
389,184.00,109.00,"Grabe, Ronald J.","Grabe, Ronald J.","M",1945.00,"U.S.","Mil","NASA Astronaut Group 11",1980.00,3.00,4.00,"commander",1992.00,"STS-42","STS-42","STS-42","STS-42",193.00,626.73,0.00,0.00,0.00
390,184.00,109.00,"Grabe, Ronald J.","Grabe, Ronald J.","M",1945.00,"U.S.","Mil","NASA Astronaut Group 12",1980.00,4.00,4.00,"commander",1993.00,"STS-57","STS-57","STS-57","STS-57",239.00,626.73,0.00,0.00,0.00
391,185.00,110.00,"Hilmers, David C.","Hilmers, David C.","M",1950.00,"U.S.","Mil","NASA- 9",1980.00,1.00,4.00,"MSP",1985.00,"STS-51-J","STS-51-J","STS-51-J","STS-51-J",97.00,493.00,0.00,0.00,0.00
392,185.00,110.00,"Hilmers, David C.","Hilmers, David C.","M",1950.00,"U.S.","Mil","NASA- 10",1980.00,2.00,4.00,"MSP",1988.00,"STS-26","STS-26","STS-26","STS-26",97.00,493.00,0.00,0.00,0.00
393,185.00,110.00,"Hilmers, David C.","Hilmers, David C.","M",1950.00,"U.S.","Mil","NASA- 11",1980.00,3.00,4.00,"MSP",1990.00,"STS-36","STS-36","STS-36","STS-36",106.00,493.00,0.00,0.00,0.00
394,185.00,110.00,"Hilmers, David C.","Hilmers, David C.","M",1950.00,"U.S.","Mil","NASA- 12",1980.00,4.00,4.00,"MSP",1992.00,"STS-42","STS-42","STS-42","STS-42",193.00,493.00,0.00,0.00,0.00
395,186.00,111.00,"Pailes, William Arthur","Pailes, William Arthur","M",1936.00,"U.S.","Mil","USAF group",1982.00,1.00,1.00,"PSP",1985.00,"STS-51-J","STS-51-J","STS-51-J","STS-51-J",98.11,98.11,0.00,0.00,0.00
396,187.00,112.00,"Dunbar, Bonnie J.","Dunbar, Bonnie J.","F",1949.00,"U.S.","Civ","NASA- 9",1980.00,1.00,5.00,"MSP",1985.00,"STS-61-A","STS-61-A","STS-61-A","STS-61-A",168.00,1208.00,0.00,0.00,0.00
397,187.00,112.00,"Dunbar, Bonnie J.","Dunbar, Bonnie J.","F",1949.00,"U.S.","Civ","NASA- 9",1980.00,2.00,5.00,"MSP",1990.00,"STS-32","STS-32","STS-32","STS-32",261.00,1208.00,0.00,0.00,0.00
398,187.00,112.00,"Dunbar, Bonnie J.","Dunbar, Bonnie J.","F",1949.00,"U.S.","Civ","NASA- 9",1980.00,3.00,5.00,"MSP",1992.00,"STS-50","STS-50","STS-50","STS-50",331.00,1208.00,0.00,0.00,0.00
399,187.00,112.00,"Dunbar, Bonnie J.","Dunbar, Bonnie J.","F",1949.00,"U.S.","Civ","NASA- 9",1980.00,4.00,5.00,"MSP",1995.00,"STS-71","STS-71","STS-71","STS-71",235.00,1208.00,0.00,0.00,0.00
400,187.00,112.00,"Dunbar, Bonnie J.","Dunbar, Bonnie J.","F",1949.00,"U.S.","Civ","NASA- 9",1980.00,5.00,5.00,"MSP",1998.00,"STS-89","STS-89","STS-89","STS-89",211.00,1208.00,0.00,0.00,0.00
401,188.00,2.00,"Furrer, Reinhard Alfred","Furrer, Reinhard Alfred","M",1940.00,"Germany","Civ","DLR-1",1982.00,1.00,1.00,"PSP",1985.00,"STS-61A","STS-61A","STS-61A","STS-61A",168.73,168.73,0.00,0.00,0.00
402,189.00,3.00,"Messerschmid, Ernst Willi","Messerschmid, Ernst Willi","M",1945.00,"Germany","Mil","DLR-1",1982.00,1.00,1.00,"PSP",1985.00,"STS-61A","STS-61A","STS-61A","STS-61A",168.73,168.73,0.00,0.00,0.00
403,190.00,1.00,"Ockels, Wubbo Johannes","Ockels, Wubbo Johannes","M",1946.00,"Netherland","Civ","1978 ESA Group",1978.00,1.00,1.00,"PSP",1985.00,"STS-61-A","STS-61-A","STS-61-A","STS-61-A",168.73,168.73,0.00,0.00,0.00
404,191.00,113.00,"O'Connor, Bryan D.","O'Connor, Bryan D.","M",1946.00,"U.S.","Mil","NASA-9",1980.00,1.00,2.00,"pilot",1985.00,"STS-61B Atlantis","STS-61B Atlantis","STS-61B Atlantis","STS-61B Atlantis",165.00,386.00,0.00,0.00,0.00
405,191.00,113.00,"O'Connor, Bryan D.","O'Connor, Bryan D.","M",1946.00,"U.S.","Mil","NASA-9",1980.00,2.00,2.00,"commander",1991.00,"STS-40 Columbia","STS-40 Columbia","STS-40 Columbia","STS-40 Columbia",218.00,386.00,0.00,0.00,0.00
406,192.00,114.00,"Ross, Jerry L.","Ross, Jerry L.","M",1948.00,"U.S.","Mil","NASA-9",1980.00,1.00,7.00,"MSP",1985.00,"STS-61","STS-61","STS-61","STS-61",165.00,1393.00,2.00,12.20,58.53
407,192.00,114.00,"Ross, Jerry L.","Ross, Jerry L.","M",1948.00,"U.S.","Mil","NASA-9",1980.00,2.00,7.00,"MSP",1988.00,"STS-27","STS-27","STS-27","STS-27",105.00,1393.00,0.00,0.00,58.53
408,192.00,114.00,"Ross, Jerry L.","Ross, Jerry L.","M",1948.00,"U.S.","Mil","NASA-9",1980.00,3.00,7.00,"MSP",1991.00,"STS-37","STS-37","STS-37","STS-37",143.00,1393.00,2.00,10.58,58.53
409,192.00,114.00,"Ross, Jerry L.","Ross, Jerry L.","M",1948.00,"U.S.","Mil","NASA-9",1980.00,4.00,7.00,"MSP",1993.00,"STS-55","STS-55","STS-55","STS-55",239.00,1393.00,0.00,0.00,58.53
410,192.00,114.00,"Ross, Jerry L.","Ross, Jerry L.","M",1948.00,"U.S.","Mil","NASA-9",1980.00,5.00,7.00,"MSP",1995.00,"STS-74","STS-74","STS-74","STS-74",129.00,1393.00,1.00,7.24,58.53
411,192.00,114.00,"Ross, Jerry L.","Ross, Jerry L.","M",1948.00,"U.S.","Mil","NASA-9",1980.00,6.00,7.00,"MSP",1998.00,"STS-88","STS-88","STS-88","STS-88",283.00,1393.00,2.00,14.38,58.53
412,192.00,114.00,"Ross, Jerry L.","Ross, Jerry L.","M",1948.00,"U.S.","Mil","NASA-9",1980.00,7.00,7.00,"MSP",2002.00,"STS-110","STS-110","STS-110","STS-110",259.00,1393.00,2.00,14.12,58.53
413,193.00,115.00,"Cleave, Mary L.","Cleave, Mary L.","F",1947.00,"U.S.","Civ","NASA- 9",1980.00,1.00,2.00,"MSP",1985.00,"STS-30","STS-30","STS-30","STS-30",97.00,262.00,0.00,0.00,0.00
414,193.00,115.00,"Cleave, Mary L.","Cleave, Mary L.","F",1947.00,"U.S.","Civ","NASA- 9",1980.00,2.00,2.00,"MSP",1989.00,"STS-61-B","STS-61-B","STS-61-B","STS-61-B",165.00,262.00,0.00,0.00,0.00
415,194.00,116.00,"Spring, Sherwood C.","Spring, Sherwood C.","M",1944.00,"U.S.","Mil","1980 NASA group",1980.00,1.00,1.00,"MSP",1985.00,"STS-61-B","STS-61-B","STS-61-B","STS-61-B",165.00,165.00,2.00,12.17,12.17
416,195.00,1.00,"Neri Vela, Rodolfl",,"M",1952.00,"Mexico","Civ","1985 NASA Group",1985.00,1.00,1.00,"PSP",1985.00,"STS-61-B","STS-61-B","STS-61-B","STS-61-B",165.07,165.67,0.00,0.00,0.00
417,196.00,117.00,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.","M",1946.00,"U.S.","Mil","NASA- 9",1980.00,1.00,4.00,"pilot",1986.00,"STS-61-C","STS-61-C","STS-61-C","STS-61-C",74.00,680.00,0.00,0.00,0.00
418,196.00,117.00,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.","M",1946.00,"U.S.","Mil","NASA- 9",1980.00,2.00,4.00,"pilot",1990.00,"STS-31","STS-31","STS-31","STS-31",121.00,680.00,0.00,0.00,0.00
419,196.00,117.00,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.","M",1946.00,"U.S.","Mil","NASA- 9",1980.00,3.00,4.00,"commander",1992.00,"STS-45","STS-45","STS-45","STS-45",214.00,680.00,0.00,0.00,0.00
420,196.00,117.00,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.","M",1946.00,"U.S.","Mil","NASA- 9",1980.00,4.00,4.00,"commander",1994.00,"STS-60","STS-60","STS-60","STS-60",199.00,680.00,0.00,0.00,0.00
421,197.00,118.00,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.","M",1950.00,"U.S.","Civ","NASA- 9",1980.00,1.00,7.00,"MSP",1986.00,"STS-61-C","STS-61-C","STS-61-C","STS-61-C",146.00,1601.00,0.00,0.00,19.52
422,197.00,118.00,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.","M",1950.00,"U.S.","Civ","NASA- 9",1980.00,2.00,7.00,"MSP",1989.00,"STS-34","STS-34","STS-34","STS-34",120.00,1601.00,0.00,0.00,19.52
423,197.00,118.00,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.","M",1950.00,"U.S.","Civ","NASA- 9",1980.00,3.00,7.00,"MSP",1992.00,"STS-46","STS-46","STS-46","STS-46",191.00,1601.00,0.00,0.00,19.52
424,197.00,118.00,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.","M",1950.00,"U.S.","Civ","NASA- 9",1980.00,4.00,7.00,"MSP",1994.00,"STS-60","STS-60","STS-60","STS-60",199.00,1601.00,0.00,0.00,19.52
425,197.00,118.00,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.","M",1950.00,"U.S.","Civ","NASA- 9",1980.00,5.00,7.00,"MSP",1996.00,"STS-75","STS-75","STS-75","STS-75",377.00,1601.00,0.00,0.00,19.52
426,197.00,118.00,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.","M",1950.00,"U.S.","Civ","NASA- 9",1980.00,6.00,7.00,"MSP",1998.00,"STS-91","STS-91","STS-91","STS-91",236.00,1601.00,0.00,0.00,19.52
427,197.00,118.00,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.","M",1950.00,"U.S.","Civ","NASA- 9",1980.00,7.00,7.00,"MSP",2002.00,"STS-111","STS-111","STS-111","STS-111",333.00,1601.00,3.00,19.52,19.52
428,198.00,119.00,"Cenker, Robert Joseph","Cenker, Robert Joseph","M",1948.00,"U.S.","Civ","PS by RCA",1985.00,1.00,1.00,"PSP",1986.00,"STS-61C","STS-61C","STS-61C","STS-61C",146.42,146.42,0.00,0.00,0.00
429,199.00,120.00,"Nelson, William Clarence","Nelson, William Clarence","M",1942.00,"U.S.","Civ","Congress Observer",1984.00,1.00,1.00,"PSP",1986.00,"STS-61C","STS-61C","STS-61C","STS-61C",6.03,6.03,0.00,0.00,0.00
430,200.00,121.00,"Smith, Michael John","Smith, Michael John","M",1945.00,"U.S.","Mil","1980 NASA group 9",1980.00,1.00,1.00,"pilot",1986.00,"STS-51L","STS-51L","explosion","explosion",0.61,0.61,0.00,0.00,0.00
431,201.00,122.00,"Jarvis, Gregory Bruce","Jarvis, Gregory Bruce","M",1944.00,"U.S.","Civ","PS by SAL",1984.00,1.00,1.00,"PSP",1986.00,"STS-51L","STS-51L","explosion","explosion",0.61,0.61,0.00,0.00,0.00
432,202.00,123.00,"McAuliffe, Sharon Christa Corrigan","McAuliffe, Sharon Christa Corrigan","F",1948.00,"U.S.","Civ","1985 Teacher in Space",1985.00,1.00,1.00,"PSP",1986.00,"STS-51L","STS-51L","explosion","explosion",0.61,0.61,0.00,0.00,0.00
433,203.00,61.00,"Laveykin, Aleksandr","Александр Иванович Лавейкин","M",1951.00,"U.S.S.R/Russia","Civ","NPOE-4",1978.00,1.00,1.00,"flight engineer",1987.00,"2","Soyuz TM­2","Mir","Soyuz TM­2",4179.00,4179.42,3.00,8.80,8.80
434,204.00,62.00,"Viktorenko, Aleksandr","Александр Степанович Викторенко","M",1947.00,"U.S.S.R/Russia","Mil","TsPK-7",1978.00,1.00,4.00,"commander",1987.00,"1","Soyuz TM­3","Mir EP","Soyuz TM­2",191.00,11737.55,0.00,0.00,19.65
